ShipmentNumber,ExceptionCode,ExceptionDescription,ExceptionCategory,SeverityCode,ExceptionStatus,ExceptionDateTime,ResolvedDateTime,DelayMinutesImpact,ResponsibleParty,Notes
SHP0001342,ADDR,Address Issue,Address,Medium,Closed,2025-01-24 21:26:28,2025-01-25 10:11:57,142,Customer,Delivery address requires correction or validation.
SHP0001345,MECH,Equipment Failure,Mechanical,High,Closed,2025-05-19 17:42:32,2025-05-20 05:52:57,753,Carrier,Equipment failure caused an operational delay.
SHP0001346,MECH,Equipment Failure,Mechanical,High,Closed,2025-08-26 02:51:40,2025-08-26 23:30:56,1058,Carrier,Equipment failure caused an operational delay.
SHP0001347,DAMG,Damaged Shipment,Damage,High,Open,2025-02-05 22:08:29,,1161,Carrier,Shipment flagged for damage inspection.
SHP0001354,DAMG,Damaged Shipment,Damage,High,Closed,2025-02-03 02:17:43,2025-02-04 20:12:53,2462,Carrier,Shipment flagged for damage inspection.
SHP0001355,WX,Weather Delay,Weather,High,Closed,2025-06-15 08:33:10,2025-06-16 21:30:50,1670,Carrier,Shipment delayed because of weather conditions.
SHP0001356,DAMG,Damaged Shipment,Damage,High,Closed,2025-09-01 20:20:43,2025-09-03 19:59:40,2764,Carrier,Shipment flagged for damage inspection.
SHP0001357,ADDR,Address Issue,Address,Medium,Closed,2025-07-02 21:02:39,2025-07-03 22:35:47,738,Customer,Delivery address requires correction or validation.
SHP0001360,MSCN,Missed Scan,Process,Medium,Closed,2025-05-08 20:45:38,2025-05-09 08:10:38,335,Operations,Expected scan was not captured on time.
SHP0001365,DAMG,Damaged Shipment,Damage,High,Closed,2025-07-10 10:47:18,2025-07-11 06:57:27,946,Carrier,Shipment flagged for damage inspection.
SHP0001366,MSCN,Missed Scan,Process,Medium,Closed,2025-07-19 05:16:36,2025-07-19 16:08:11,96,Operations,Expected scan was not captured on time.
SHP0001371,MSCN,Missed Scan,Process,Medium,Closed,2025-05-17 18:25:05,2025-05-17 21:42:15,233,Operations,Expected scan was not captured on time.
SHP0001375,WX,Weather Delay,Weather,High,Closed,2025-03-29 20:47:03,2025-03-30 20:00:06,1357,Carrier,Shipment delayed because of weather conditions.
SHP0001379,ADDR,Address Issue,Address,Medium,Closed,2025-02-07 08:44:26,2025-02-08 11:01:49,1062,Customer,Delivery address requires correction or validation.
SHP0001382,MSCN,Missed Scan,Process,Medium,Closed,2025-05-29 21:34:00,2025-05-30 09:29:26,280,Operations,Expected scan was not captured on time.
SHP0001386,MSCN,Missed Scan,Process,Medium,Closed,2025-05-14 20:36:10,2025-05-15 05:29:47,524,Operations,Expected scan was not captured on time.
SHP0001389,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-01-28 15:18:56,2025-01-29 07:22:24,502,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0001392,DAMG,Damaged Shipment,Damage,High,Closed,2025-09-08 01:38:45,2025-09-08 20:58:25,504,Carrier,Shipment flagged for damage inspection.
SHP0001393,WX,Weather Delay,Weather,High,Closed,2025-09-02 14:09:50,2025-09-03 15:19:05,1100,Carrier,Shipment delayed because of weather conditions.
SHP0001396,MSCN,Missed Scan,Process,Medium,Closed,2025-05-07 23:28:14,2025-05-08 07:34:33,274,Operations,Expected scan was not captured on time.
SHP0001397,DAMG,Damaged Shipment,Damage,High,Closed,2025-01-22 03:45:43,2025-01-22 23:05:48,596,Carrier,Shipment flagged for damage inspection.
SHP0001399,DAMG,Damaged Shipment,Damage,High,Closed,2025-06-10 06:20:45,2025-06-11 19:19:40,1947,Carrier,Shipment flagged for damage inspection.
SHP0001403,WX,Weather Delay,Weather,High,Closed,2025-03-31 21:45:42,2025-04-01 13:15:02,390,Carrier,Shipment delayed because of weather conditions.
SHP0001405,WX,Weather Delay,Weather,High,Closed,2025-04-16 18:54:37,2025-04-17 05:03:15,382,Carrier,Shipment delayed because of weather conditions.
SHP0001406,ADDR,Address Issue,Address,Medium,Closed,2025-04-25 06:01:19,2025-04-25 20:42:53,217,Customer,Delivery address requires correction or validation.
SHP0001409,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-05-26 07:29:52,2025-05-26 22:11:35,677,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0001410,WX,Weather Delay,Weather,High,Closed,2025-08-21 11:12:43,2025-08-21 21:08:37,382,Carrier,Shipment delayed because of weather conditions.
SHP0001413,WX,Weather Delay,Weather,High,Closed,2025-01-11 05:42:51,2025-01-11 18:30:37,353,Carrier,Shipment delayed because of weather conditions.
SHP0001415,ADDR,Address Issue,Address,Medium,Closed,2025-08-29 22:41:26,2025-08-30 17:07:50,614,Customer,Delivery address requires correction or validation.
SHP0001416,DAMG,Damaged Shipment,Damage,High,Closed,2025-02-13 21:15:33,2025-02-16 03:01:02,2766,Carrier,Shipment flagged for damage inspection.
SHP0001417,ADDR,Address Issue,Address,Medium,Closed,2025-03-26 23:04:49,2025-03-27 03:47:14,322,Customer,Delivery address requires correction or validation.
SHP0001421,ADDR,Address Issue,Address,Medium,Closed,2025-05-27 03:18:10,2025-05-27 20:49:37,577,Customer,Delivery address requires correction or validation.
SHP0001424,ADDR,Address Issue,Address,Medium,Closed,2025-07-05 02:48:58,2025-07-05 19:22:21,575,Customer,Delivery address requires correction or validation.
SHP0001426,MSCN,Missed Scan,Process,Medium,Closed,2025-01-09 19:13:33,2025-01-10 01:26:51,33,Operations,Expected scan was not captured on time.
SHP0001427,WX,Weather Delay,Weather,High,Closed,2025-02-24 00:01:09,2025-02-25 16:12:50,1623,Carrier,Shipment delayed because of weather conditions.
SHP0001429,ADDR,Address Issue,Address,Medium,Closed,2025-06-22 03:00:24,2025-06-22 23:17:50,590,Customer,Delivery address requires correction or validation.
SHP0001431,WX,Weather Delay,Weather,High,Closed,2025-02-12 21:43:18,2025-02-14 02:06:22,1119,Carrier,Shipment delayed because of weather conditions.
SHP0001433,MECH,Equipment Failure,Mechanical,High,Closed,2025-07-24 13:31:09,2025-07-25 03:05:01,700,Carrier,Equipment failure caused an operational delay.
SHP0001436,ADDR,Address Issue,Address,Medium,Closed,2025-04-22 05:46:42,2025-04-23 05:34:38,746,Customer,Delivery address requires correction or validation.
SHP0001437,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-07-18 11:39:38,2025-07-18 18:24:05,342,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0001444,ADDR,Address Issue,Address,Medium,Closed,2025-09-24 00:35:22,2025-09-25 06:14:06,1435,Customer,Delivery address requires correction or validation.
SHP0001451,ADDR,Address Issue,Address,Medium,Closed,2025-02-11 05:49:30,2025-02-11 19:48:28,310,Customer,Delivery address requires correction or validation.
SHP0001453,ADDR,Address Issue,Address,Medium,Closed,2025-06-28 17:35:25,2025-06-29 10:29:46,595,Customer,Delivery address requires correction or validation.
SHP0001454,ADDR,Address Issue,Address,Medium,Open,2025-02-22 06:07:02,,426,Customer,Delivery address requires correction or validation.
SHP0001456,DAMG,Damaged Shipment,Damage,High,Closed,2025-05-19 15:48:06,2025-05-20 06:13:28,461,Carrier,Shipment flagged for damage inspection.
SHP0001459,WX,Weather Delay,Weather,High,Closed,2025-04-05 18:07:50,2025-04-06 20:34:55,1366,Carrier,Shipment delayed because of weather conditions.
SHP0001460,DAMG,Damaged Shipment,Damage,High,Closed,2025-07-08 13:43:53,2025-07-10 00:23:16,1993,Carrier,Shipment flagged for damage inspection.
SHP0001465,DAMG,Damaged Shipment,Damage,High,Closed,2025-09-22 16:07:37,2025-09-24 15:18:12,2299,Carrier,Shipment flagged for damage inspection.
SHP0001466,MECH,Equipment Failure,Mechanical,High,Closed,2025-05-03 10:27:06,2025-05-04 08:47:02,1104,Carrier,Equipment failure caused an operational delay.
SHP0001467,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-01-16 06:26:47,2025-01-16 19:36:49,252,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0001469,DAMG,Damaged Shipment,Damage,High,Closed,2025-05-04 07:41:42,2025-05-05 18:36:12,1406,Carrier,Shipment flagged for damage inspection.
SHP0001470,MSCN,Missed Scan,Process,Medium,Closed,2025-09-14 10:22:09,2025-09-14 22:13:02,240,Operations,Expected scan was not captured on time.
SHP0001471,ADDR,Address Issue,Address,Medium,Closed,2025-08-26 18:43:16,2025-08-27 03:50:53,439,Customer,Delivery address requires correction or validation.
SHP0001475,DAMG,Damaged Shipment,Damage,High,Closed,2025-09-10 18:21:43,2025-09-12 20:25:12,2826,Carrier,Shipment flagged for damage inspection.
SHP0001477,WX,Weather Delay,Weather,High,Closed,2025-07-09 15:18:10,2025-07-10 09:07:21,507,Carrier,Shipment delayed because of weather conditions.
SHP0001478,MSCN,Missed Scan,Process,Medium,Closed,2025-01-25 06:22:24,2025-01-25 09:57:01,37,Operations,Expected scan was not captured on time.
SHP0001479,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-05-10 23:01:40,2025-05-11 12:47:08,229,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0001481,ADDR,Address Issue,Address,Medium,Closed,2025-06-18 02:31:54,2025-06-18 16:01:00,154,Customer,Delivery address requires correction or validation.
SHP0001482,WX,Weather Delay,Weather,High,Closed,2025-06-18 23:54:57,2025-06-20 02:39:32,1229,Carrier,Shipment delayed because of weather conditions.
SHP0001484,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-08-21 14:55:13,2025-08-22 04:50:02,518,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0001486,ADDR,Address Issue,Address,Medium,Closed,2025-04-19 10:54:19,2025-04-20 17:14:32,1142,Customer,Delivery address requires correction or validation.
SHP0001491,MECH,Equipment Failure,Mechanical,High,Closed,2025-08-16 23:07:55,2025-08-18 01:08:59,931,Carrier,Equipment failure caused an operational delay.
SHP0001492,MECH,Equipment Failure,Mechanical,High,Closed,2025-05-18 14:54:54,2025-05-18 18:23:24,262,Carrier,Equipment failure caused an operational delay.
SHP0001493,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-03-30 12:36:39,2025-03-31 16:58:16,959,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0001496,WX,Weather Delay,Weather,High,Closed,2025-03-30 04:43:48,2025-03-30 20:23:02,578,Carrier,Shipment delayed because of weather conditions.
SHP0001497,WX,Weather Delay,Weather,High,Open,2025-07-31 14:06:42,,1412,Carrier,Shipment delayed because of weather conditions.
SHP0001499,ADDR,Address Issue,Address,Medium,Closed,2025-02-28 02:08:25,2025-03-01 03:29:47,1333,Customer,Delivery address requires correction or validation.
SHP0001500,WX,Weather Delay,Weather,High,Closed,2025-01-29 10:02:24,2025-01-30 03:40:04,641,Carrier,Shipment delayed because of weather conditions.
SHP0001501,DAMG,Damaged Shipment,Damage,High,Closed,2025-03-17 08:41:29,2025-03-19 19:18:09,2848,Carrier,Shipment flagged for damage inspection.
SHP0001503,MSCN,Missed Scan,Process,Medium,Closed,2025-07-12 13:55:50,2025-07-13 00:55:40,337,Operations,Expected scan was not captured on time.
SHP0001504,WX,Weather Delay,Weather,High,Closed,2025-02-12 04:04:50,2025-02-13 07:03:26,876,Carrier,Shipment delayed because of weather conditions.
SHP0001506,DAMG,Damaged Shipment,Damage,High,Open,2025-03-03 19:18:31,,1596,Carrier,Shipment flagged for damage inspection.
SHP0001507,DAMG,Damaged Shipment,Damage,High,Closed,2025-02-08 08:01:00,2025-02-08 21:52:42,725,Carrier,Shipment flagged for damage inspection.
SHP0001509,MSCN,Missed Scan,Process,Medium,Closed,2025-01-11 15:31:31,2025-01-12 03:26:02,241,Operations,Expected scan was not captured on time.
SHP0001510,ADDR,Address Issue,Address,Medium,Closed,2025-03-18 15:11:20,2025-03-18 18:55:17,233,Customer,Delivery address requires correction or validation.
SHP0001513,MSCN,Missed Scan,Process,Medium,Closed,2025-09-13 00:16:52,2025-09-13 07:55:36,525,Operations,Expected scan was not captured on time.
SHP0001515,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-01-29 13:40:16,2025-01-29 23:17:15,639,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0001518,DAMG,Damaged Shipment,Damage,High,Closed,2025-06-02 02:10:36,2025-06-03 00:54:08,694,Carrier,Shipment flagged for damage inspection.
SHP0001519,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-08-27 04:45:32,2025-08-27 16:47:46,745,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0001523,ADDR,Address Issue,Address,Medium,Closed,2025-07-07 17:43:55,2025-07-08 20:21:14,1011,Customer,Delivery address requires correction or validation.
SHP0001525,WX,Weather Delay,Weather,High,Closed,2025-03-08 02:22:13,2025-03-09 06:47:50,1036,Carrier,Shipment delayed because of weather conditions.
SHP0001526,MSCN,Missed Scan,Process,Medium,Closed,2025-02-02 02:12:04,2025-02-02 17:38:24,411,Operations,Expected scan was not captured on time.
SHP0001528,WX,Weather Delay,Weather,High,Closed,2025-05-04 18:19:01,2025-05-05 17:06:21,1205,Carrier,Shipment delayed because of weather conditions.
SHP0001531,DAMG,Damaged Shipment,Damage,High,Closed,2025-03-23 14:09:23,2025-03-24 13:41:23,955,Carrier,Shipment flagged for damage inspection.
SHP0001536,MECH,Equipment Failure,Mechanical,High,Closed,2025-01-23 04:35:56,2025-01-23 19:50:13,212,Carrier,Equipment failure caused an operational delay.
SHP0001543,MSCN,Missed Scan,Process,Medium,Closed,2025-02-07 17:31:48,2025-02-08 01:20:09,32,Operations,Expected scan was not captured on time.
SHP0001544,WX,Weather Delay,Weather,High,Open,2025-02-16 02:23:33,,932,Carrier,Shipment delayed because of weather conditions.
SHP0001546,MSCN,Missed Scan,Process,Medium,Closed,2025-01-13 02:52:51,2025-01-13 10:34:53,523,Operations,Expected scan was not captured on time.
SHP0001549,MECH,Equipment Failure,Mechanical,High,Open,2025-04-13 17:48:08,,723,Carrier,Equipment failure caused an operational delay.
SHP0001553,DAMG,Damaged Shipment,Damage,High,Open,2025-05-29 07:22:38,,724,Carrier,Shipment flagged for damage inspection.
SHP0001555,MSCN,Missed Scan,Process,Medium,Closed,2025-04-07 11:49:17,2025-04-07 16:16:08,309,Operations,Expected scan was not captured on time.
SHP0001559,ADDR,Address Issue,Address,Medium,Closed,2025-05-14 12:41:35,2025-05-15 04:29:57,422,Customer,Delivery address requires correction or validation.
SHP0001562,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-07-17 05:45:13,2025-07-18 09:36:06,938,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0001568,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-08-21 09:18:25,2025-08-22 00:12:01,424,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0001580,WX,Weather Delay,Weather,High,Closed,2025-02-09 21:24:25,2025-02-10 11:24:29,647,Carrier,Shipment delayed because of weather conditions.
SHP0001589,MECH,Equipment Failure,Mechanical,High,Closed,2025-01-21 21:11:17,2025-01-22 18:57:14,627,Carrier,Equipment failure caused an operational delay.
SHP0001593,WX,Weather Delay,Weather,High,Open,2025-05-07 08:36:06,,1197,Carrier,Shipment delayed because of weather conditions.
SHP0001597,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-08-30 22:03:15,2025-08-31 15:05:11,498,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0001599,WX,Weather Delay,Weather,High,Closed,2025-03-22 16:40:25,2025-03-23 12:35:55,1058,Carrier,Shipment delayed because of weather conditions.
SHP0001601,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-09-10 22:28:07,2025-09-11 09:44:58,364,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0001604,ADDR,Address Issue,Address,Medium,Closed,2025-06-16 03:45:23,2025-06-16 13:46:39,722,Customer,Delivery address requires correction or validation.
SHP0001606,MECH,Equipment Failure,Mechanical,High,Closed,2025-06-30 12:08:34,2025-06-30 20:52:58,420,Carrier,Equipment failure caused an operational delay.
SHP0001610,ADDR,Address Issue,Address,Medium,Closed,2025-06-05 11:54:21,2025-06-06 16:17:17,1110,Customer,Delivery address requires correction or validation.
SHP0001613,ADDR,Address Issue,Address,Medium,Closed,2025-05-29 10:47:18,2025-05-30 00:56:32,606,Customer,Delivery address requires correction or validation.
SHP0001619,DAMG,Damaged Shipment,Damage,High,Closed,2025-03-26 13:47:18,2025-03-27 03:16:37,623,Carrier,Shipment flagged for damage inspection.
SHP0001620,MECH,Equipment Failure,Mechanical,High,Closed,2025-08-27 05:22:50,2025-08-28 06:00:55,1208,Carrier,Equipment failure caused an operational delay.
SHP0001621,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-03-24 09:29:45,2025-03-24 18:18:54,423,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0001624,MSCN,Missed Scan,Process,Medium,Closed,2025-09-28 01:35:59,2025-09-28 08:21:17,300,Operations,Expected scan was not captured on time.
SHP0001626,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-05-05 06:40:39,2025-05-05 14:06:17,304,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0001629,WX,Weather Delay,Weather,High,Closed,2025-06-16 14:09:39,2025-06-17 10:51:33,624,Carrier,Shipment delayed because of weather conditions.
SHP0001633,ADDR,Address Issue,Address,Medium,Closed,2025-09-30 08:36:56,2025-10-01 19:18:01,1394,Customer,Delivery address requires correction or validation.
SHP0001635,MSCN,Missed Scan,Process,Medium,Closed,2025-06-28 08:43:29,2025-06-28 21:31:14,295,Operations,Expected scan was not captured on time.
SHP0001638,MECH,Equipment Failure,Mechanical,High,Closed,2025-01-03 09:59:52,2025-01-04 02:18:08,458,Carrier,Equipment failure caused an operational delay.
SHP0001639,DAMG,Damaged Shipment,Damage,High,Closed,2025-05-22 06:22:54,2025-05-24 11:18:00,2817,Carrier,Shipment flagged for damage inspection.
SHP0001641,WX,Weather Delay,Weather,High,Closed,2025-09-21 16:48:43,2025-09-22 12:09:58,507,Carrier,Shipment delayed because of weather conditions.
SHP0001643,WX,Weather Delay,Weather,High,Closed,2025-07-27 13:13:24,2025-07-28 05:06:42,316,Carrier,Shipment delayed because of weather conditions.
SHP0001651,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-04-21 23:25:54,2025-04-22 03:59:02,63,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0001653,ADDR,Address Issue,Address,Medium,Closed,2025-05-12 05:24:36,2025-05-12 15:48:17,294,Customer,Delivery address requires correction or validation.
SHP0001654,DAMG,Damaged Shipment,Damage,High,Closed,2025-05-04 08:55:04,2025-05-04 22:32:48,410,Carrier,Shipment flagged for damage inspection.
SHP0001658,DAMG,Damaged Shipment,Damage,High,Closed,2025-05-01 00:40:47,2025-05-03 03:52:52,2722,Carrier,Shipment flagged for damage inspection.
SHP0001662,ADDR,Address Issue,Address,Medium,Closed,2025-08-08 01:08:33,2025-08-08 17:09:34,401,Customer,Delivery address requires correction or validation.
SHP0001670,MSCN,Missed Scan,Process,Medium,Closed,2025-07-28 23:40:00,2025-07-29 18:52:20,379,Operations,Expected scan was not captured on time.
SHP0001672,WX,Weather Delay,Weather,High,Closed,2025-06-03 07:10:25,2025-06-03 20:50:58,331,Carrier,Shipment delayed because of weather conditions.
SHP0001674,WX,Weather Delay,Weather,High,Closed,2025-01-18 01:07:59,2025-01-18 10:22:53,838,Carrier,Shipment delayed because of weather conditions.
SHP0001675,MSCN,Missed Scan,Process,Medium,Closed,2025-08-29 04:12:37,2025-08-29 17:22:46,421,Operations,Expected scan was not captured on time.
SHP0001676,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-01-30 05:36:35,2025-01-30 14:35:36,288,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0001678,ADDR,Address Issue,Address,Medium,Open,2025-07-27 08:56:15,,407,Customer,Delivery address requires correction or validation.
SHP0001679,MSCN,Missed Scan,Process,Medium,Closed,2025-09-27 09:48:46,2025-09-28 01:55:18,366,Operations,Expected scan was not captured on time.
SHP0001683,ADDR,Address Issue,Address,Medium,Closed,2025-06-20 11:04:52,2025-06-21 06:38:06,704,Customer,Delivery address requires correction or validation.
SHP0001686,MECH,Equipment Failure,Mechanical,High,Closed,2025-04-10 12:37:52,2025-04-11 03:49:52,905,Carrier,Equipment failure caused an operational delay.
SHP0001691,WX,Weather Delay,Weather,High,Closed,2025-05-03 02:18:51,2025-05-04 07:27:22,1255,Carrier,Shipment delayed because of weather conditions.
SHP0001692,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-09-14 10:07:27,2025-09-15 05:10:16,639,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0001693,MSCN,Missed Scan,Process,Medium,Closed,2025-09-03 17:39:59,2025-09-03 23:19:51,146,Operations,Expected scan was not captured on time.
SHP0001694,MECH,Equipment Failure,Mechanical,High,Closed,2025-08-09 11:45:35,2025-08-09 23:34:26,635,Carrier,Equipment failure caused an operational delay.
SHP0001695,ADDR,Address Issue,Address,Medium,Closed,2025-03-21 16:16:44,2025-03-22 17:57:35,1317,Customer,Delivery address requires correction or validation.
SHP0001698,DAMG,Damaged Shipment,Damage,High,Closed,2025-04-12 09:44:28,2025-04-12 19:58:16,690,Carrier,Shipment flagged for damage inspection.
SHP0001703,ADDR,Address Issue,Address,Medium,Closed,2025-07-08 22:35:31,2025-07-09 19:39:35,884,Customer,Delivery address requires correction or validation.
SHP0001707,MSCN,Missed Scan,Process,Medium,Open,2025-08-16 00:50:20,,203,Operations,Expected scan was not captured on time.
SHP0001709,DAMG,Damaged Shipment,Damage,High,Closed,2025-06-13 08:07:24,2025-06-14 22:38:23,2148,Carrier,Shipment flagged for damage inspection.
SHP0001715,MSCN,Missed Scan,Process,Medium,Open,2025-05-18 14:34:38,,538,Operations,Expected scan was not captured on time.
SHP0001718,MSCN,Missed Scan,Process,Medium,Open,2025-07-11 22:49:37,,42,Operations,Expected scan was not captured on time.
SHP0001719,DAMG,Damaged Shipment,Damage,High,Closed,2025-09-26 05:59:32,2025-09-28 10:27:06,2604,Carrier,Shipment flagged for damage inspection.
SHP0001723,MECH,Equipment Failure,Mechanical,High,Open,2025-09-12 01:40:22,,341,Carrier,Equipment failure caused an operational delay.
SHP0001728,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-09-28 18:58:14,2025-09-29 12:28:36,525,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0001729,ADDR,Address Issue,Address,Medium,Closed,2025-01-14 16:24:30,2025-01-16 05:46:09,1352,Customer,Delivery address requires correction or validation.
SHP0001733,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-07-23 19:41:14,2025-07-24 11:39:02,476,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0001735,MSCN,Missed Scan,Process,Medium,Closed,2025-08-10 02:45:07,2025-08-10 14:17:47,105,Operations,Expected scan was not captured on time.
SHP0001736,WX,Weather Delay,Weather,High,Closed,2025-09-15 11:52:09,2025-09-15 21:26:28,247,Carrier,Shipment delayed because of weather conditions.
SHP0001737,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-09-16 04:03:34,2025-09-16 21:03:15,512,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0001739,DAMG,Damaged Shipment,Damage,High,Closed,2025-07-22 07:49:04,2025-07-24 05:01:25,2085,Carrier,Shipment flagged for damage inspection.
SHP0001740,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-05-02 13:38:11,2025-05-03 04:28:30,129,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0001743,ADDR,Address Issue,Address,Medium,Closed,2025-02-22 13:14:07,2025-02-23 11:27:08,757,Customer,Delivery address requires correction or validation.
SHP0001747,ADDR,Address Issue,Address,Medium,Closed,2025-06-23 01:48:52,2025-06-23 15:23:46,613,Customer,Delivery address requires correction or validation.
SHP0001749,ADDR,Address Issue,Address,Medium,Open,2025-06-06 15:55:31,,679,Customer,Delivery address requires correction or validation.
SHP0001752,DAMG,Damaged Shipment,Damage,High,Closed,2025-06-05 21:07:25,2025-06-06 05:01:28,434,Carrier,Shipment flagged for damage inspection.
SHP0001753,ADDR,Address Issue,Address,Medium,Closed,2025-05-19 01:46:34,2025-05-19 17:17:59,722,Customer,Delivery address requires correction or validation.
SHP0001755,ADDR,Address Issue,Address,Medium,Closed,2025-08-23 08:24:39,2025-08-24 02:34:34,145,Customer,Delivery address requires correction or validation.
SHP0001756,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-06-10 00:05:11,2025-06-10 23:54:54,822,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0001757,DAMG,Damaged Shipment,Damage,High,Closed,2025-08-07 07:14:02,2025-08-08 20:20:33,1410,Carrier,Shipment flagged for damage inspection.
SHP0001758,ADDR,Address Issue,Address,Medium,Closed,2025-03-14 13:09:59,2025-03-14 23:40:39,176,Customer,Delivery address requires correction or validation.
SHP0001761,DAMG,Damaged Shipment,Damage,High,Open,2025-08-14 19:17:32,,623,Carrier,Shipment flagged for damage inspection.
SHP0001762,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-07-23 13:08:56,2025-07-24 07:16:18,864,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0001764,WX,Weather Delay,Weather,High,Closed,2025-06-21 12:42:09,2025-06-21 17:52:29,248,Carrier,Shipment delayed because of weather conditions.
SHP0001767,ADDR,Address Issue,Address,Medium,Closed,2025-09-04 16:37:57,2025-09-05 17:48:07,972,Customer,Delivery address requires correction or validation.
SHP0001768,MECH,Equipment Failure,Mechanical,High,Closed,2025-03-13 06:02:23,2025-03-13 15:14:59,368,Carrier,Equipment failure caused an operational delay.
SHP0001770,ADDR,Address Issue,Address,Medium,Closed,2025-01-31 11:02:08,2025-02-01 04:44:36,734,Customer,Delivery address requires correction or validation.
SHP0001771,WX,Weather Delay,Weather,High,Closed,2025-07-03 01:51:00,2025-07-04 14:44:49,1513,Carrier,Shipment delayed because of weather conditions.
SHP0001772,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-07-27 12:21:39,2025-07-28 16:10:06,892,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0001775,CAP,Capacity Constraint,Capacity,Medium,Open,2025-02-21 08:29:18,,839,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0001777,ADDR,Address Issue,Address,Medium,Closed,2025-01-07 00:11:47,2025-01-08 02:36:40,1212,Customer,Delivery address requires correction or validation.
SHP0001778,MSCN,Missed Scan,Process,Medium,Closed,2025-07-03 20:16:23,2025-07-04 07:07:39,270,Operations,Expected scan was not captured on time.
SHP0001780,WX,Weather Delay,Weather,High,Open,2025-05-24 22:36:59,,356,Carrier,Shipment delayed because of weather conditions.
SHP0001781,WX,Weather Delay,Weather,High,Closed,2025-08-11 01:29:09,2025-08-12 02:23:44,806,Carrier,Shipment delayed because of weather conditions.
SHP0001782,WX,Weather Delay,Weather,High,Closed,2025-05-09 21:36:48,2025-05-10 20:45:26,917,Carrier,Shipment delayed because of weather conditions.
SHP0001784,ADDR,Address Issue,Address,Medium,Closed,2025-01-01 11:50:10,2025-01-02 02:09:30,383,Customer,Delivery address requires correction or validation.
SHP0001789,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-04-20 11:19:29,2025-04-20 22:07:46,173,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0001791,ADDR,Address Issue,Address,Medium,Closed,2025-06-04 20:13:28,2025-06-05 02:40:02,372,Customer,Delivery address requires correction or validation.
SHP0001792,MSCN,Missed Scan,Process,Medium,Closed,2025-07-31 13:59:10,2025-08-01 01:09:45,197,Operations,Expected scan was not captured on time.
SHP0001794,MSCN,Missed Scan,Process,Medium,Closed,2025-04-20 11:50:47,2025-04-20 13:31:18,45,Operations,Expected scan was not captured on time.
SHP0001795,ADDR,Address Issue,Address,Medium,Closed,2025-06-29 01:44:17,2025-06-30 03:00:58,889,Customer,Delivery address requires correction or validation.
